dt,AverageTemperature,AverageTemperatureUncertainty,Country
1909-10-01,-2.26,0.8220000000000001,Canada
1909-11-01,-13.335,0.888,Canada
1909-12-01,-18.986,0.9840000000000001,Canada
1910-01-01,-21.721,0.94,Canada
1910-02-01,-25.215,0.9390000000000001,Canada
1910-03-01,-14.011,0.9740000000000001,Canada
1910-04-01,-5.6160000000000005,0.795,Canada
1910-05-01,1.831,0.752,Canada
1910-06-01,9.467,0.831,Canada
1910-07-01,12.882,0.8109999999999999,Canada
1910-08-01,10.536,0.8370000000000001,Canada
1910-09-01,4.52,0.7859999999999999,Canada
1910-10-01,-2.099,0.7979999999999999,Canada
1910-11-01,-11.241,0.917,Canada
1910-12-01,-20.274,0.877,Canada
1911-01-01,-28.736,0.956,Canada
1911-02-01,-21.656,0.872,Canada
1911-03-01,-15.384,0.7929999999999999,Canada
1911-04-01,-7.221,0.941,Canada
1911-05-01,3.0780000000000003,0.799,Canada
1911-06-01,9.501,0.8320000000000001,Canada
1911-07-01,12.563,0.81,Canada
1911-08-01,10.612,0.8170000000000001,Canada
1911-09-01,4.484999999999999,0.858,Canada
1911-10-01,-1.419,0.826,Canada
1911-11-01,-13.954,0.8029999999999999,Canada
1911-12-01,-18.311,1.055,Canada
1912-01-01,-26.097,0.987,Canada
1912-02-01,-19.503,0.915,Canada
1912-03-01,-17.432000000000002,0.841,Canada
1912-04-01,-6.917000000000002,0.9009999999999999,Canada
1912-05-01,2.5780000000000003,0.828,Canada
1912-06-01,9.254,0.812,Canada
1912-07-01,11.198,0.861,Canada
1912-08-01,10.386,0.879,Canada
1912-09-01,5.222,0.85,Canada
1912-10-01,-1.9380000000000002,0.875,Canada
1912-11-01,-10.25,0.8109999999999999,Canada
1912-12-01,-19.298,0.929,Canada
1913-01-01,-26.532,0.9209999999999999,Canada
1913-02-01,-22.933000000000003,0.863,Canada
1913-03-01,-18.793,0.846,Canada
1913-04-01,-6.164,0.889,Canada
1913-05-01,1.472,0.856,Canada
1913-06-01,9.237,0.87,Canada
1913-07-01,11.857,0.828,Canada
1913-08-01,10.582,0.889,Canada
1913-09-01,4.465,0.855,Canada
1913-10-01,-3.51,0.9790000000000001,Canada
1913-11-01,-11.462,0.955,Canada
1913-12-01,-17.515,1.004,Canada
1914-01-01,-24.22,0.905,Canada
1914-02-01,-26.495,1.073,Canada
1914-03-01,-16.335,0.919,Canada
1914-04-01,-7.8729999999999976,0.897,Canada
1914-05-01,2.238,0.8240000000000001,Canada
1914-06-01,8.633000000000001,0.8240000000000001,Canada
1914-07-01,12.415,0.848,Canada
1914-08-01,10.789000000000001,0.828,Canada
1914-09-01,5.6370000000000005,0.934,Canada
1914-10-01,-0.9340000000000002,0.885,Canada
1914-11-01,-12.235,0.855,Canada
1914-12-01,-20.958,0.895,Canada
1915-01-01,-22.48,1.0190000000000001,Canada
1915-02-01,-19.185,0.966,Canada
1915-03-01,-13.993,0.9940000000000001,Canada
1915-04-01,-2.966,1.0,Canada
1915-05-01,2.907,0.8490000000000001,Canada
1915-06-01,7.95,0.8590000000000001,Canada
1915-07-01,12.08,0.795,Canada
1915-08-01,11.800999999999998,0.813,Canada
1915-09-01,4.712999999999999,0.8059999999999999,Canada
1915-10-01,-2.565,0.773,Canada
1915-11-01,-10.880999999999998,1.14,Canada
1915-12-01,-17.459,0.7759999999999999,Canada
1916-01-01,-25.441,1.092,Canada
1916-02-01,-22.355,0.848,Canada
1916-03-01,-17.740000000000006,0.9390000000000001,Canada
1916-04-01,-5.395,0.897,Canada
1916-05-01,2.557,0.779,Canada
1916-06-01,8.966000000000003,0.7709999999999999,Canada
1916-07-01,13.102,0.845,Canada
1916-08-01,11.064,0.762,Canada
1916-09-01,5.476,0.8079999999999999,Canada
1916-10-01,-3.026,0.852,Canada
1916-11-01,-11.124,0.8140000000000001,Canada
1916-12-01,-21.726,0.965,Canada
1917-01-01,-25.366,1.399,Canada
1917-02-01,-23.806,1.045,Canada
1917-03-01,-16.156,0.97,Canada
1917-04-01,-7.944,0.857,Canada
1917-05-01,0.4869999999999999,0.797,Canada
1917-06-01,7.7170000000000005,0.858,Canada
1917-07-01,12.932,0.935,Canada
1917-08-01,10.633,0.867,Canada
1917-09-01,6.0920000000000005,0.75,Canada
1917-10-01,-4.084,0.754,Canada
1917-11-01,-10.264,0.9940000000000001,Canada
1917-12-01,-26.676,0.879,Canada
1918-01-01,-24.459,0.973,Canada
1918-02-01,-24.275,0.884,Canada
1918-03-01,-17.261,0.9440000000000001,Canada
1918-04-01,-7.159,0.753,Canada
1918-05-01,0.012000000000000007,0.764,Canada
1918-06-01,7.106,0.738,Canada
1918-07-01,11.41,0.8390000000000001,Canada
1918-08-01,10.672,0.792,Canada
1918-09-01,5.524,0.8240000000000001,Canada
1918-10-01,-2.766,0.852,Canada
1918-11-01,-11.293,1.064,Canada
1918-12-01,-18.92,0.951,Canada
1919-01-01,-21.114,0.9570000000000001,Canada
1919-02-01,-21.591,0.879,Canada
1919-03-01,-18.123,0.862,Canada
1919-04-01,-5.9179999999999975,0.946,Canada
1919-05-01,2.748,0.8079999999999999,Canada
1919-06-01,9.456,0.802,Canada
1919-07-01,12.823,0.816,Canada
1919-08-01,12.146,0.8190000000000001,Canada
1919-09-01,5.978999999999999,0.8270000000000001,Canada
1919-10-01,-5.227,0.871,Canada
1919-11-01,-14.352,0.865,Canada
1919-12-01,-21.262,0.929,Canada
1920-01-01,-25.262,0.927,Canada
1920-02-01,-17.81,1.004,Canada
1920-03-01,-16.664,0.922,Canada
1920-04-01,-8.068,0.898,Canada
1920-05-01,2.136,0.826,Canada
1920-06-01,8.746,0.8290000000000001,Canada
1920-07-01,13.001,0.7829999999999999,Canada
1920-08-01,11.762,0.843,Canada
1920-09-01,5.9339999999999975,0.858,Canada
1920-10-01,-1.5460000000000005,0.8029999999999999,Canada
1920-11-01,-11.715,0.915,Canada
1920-12-01,-19.441,0.8640000000000001,Canada
1921-01-01,-22.56,0.8140000000000001,Canada
1921-02-01,-20.986,0.835,Canada
1921-03-01,-17.595,0.866,Canada
1921-04-01,-6.170999999999999,0.865,Canada
1921-05-01,3.17,0.7659999999999999,Canada
1921-06-01,10.612,0.79,Canada
1921-07-01,14.05,0.9620000000000001,Canada
1921-08-01,10.665,0.7509999999999999,Canada
1921-09-01,5.444999999999999,0.7609999999999999,Canada
1921-10-01,-1.1640000000000001,0.778,Canada
1921-11-01,-13.622,0.772,Canada
1921-12-01,-18.849,0.701,Canada
1922-01-01,-22.51,0.9490000000000001,Canada
1922-02-01,-25.283,0.74,Canada
1922-03-01,-16.869,0.664,Canada
1922-04-01,-6.5920000000000005,0.634,Canada
1922-05-01,2.794,0.7509999999999999,Canada
1922-06-01,8.419,0.7120000000000001,Canada
1922-07-01,12.243,0.732,Canada
1922-08-01,11.092,0.6709999999999999,Canada
1922-09-01,5.245,0.69,Canada
1922-10-01,-3.3200000000000003,0.613,Canada
1922-11-01,-11.004,0.622,Canada
1922-12-01,-22.927,0.759,Canada
1923-01-01,-25.275,0.5710000000000001,Canada
1923-02-01,-22.646,0.794,Canada
1923-03-01,-20.705,0.55,Canada
1923-04-01,-7.754,0.608,Canada
1923-05-01,1.928,0.57,Canada
1923-06-01,10.09,0.627,Canada
1923-07-01,12.848,0.58,Canada
1923-08-01,10.514000000000001,0.578,Canada
1923-09-01,5.92,0.604,Canada
1923-10-01,-0.395,0.634,Canada
1923-11-01,-8.847000000000003,0.653,Canada
1923-12-01,-19.000999999999998,0.687,Canada
1924-01-01,-24.399,0.805,Canada
1924-02-01,-19.706,0.84,Canada
1924-03-01,-11.74,0.807,Canada
1924-04-01,-7.396,0.684,Canada
1924-05-01,2.6189999999999998,0.723,Canada
1924-06-01,8.725000000000001,0.535,Canada
1924-07-01,12.666,0.5710000000000001,Canada
1924-08-01,10.939,0.542,Canada
1924-09-01,5.625,0.604,Canada
1924-10-01,-1.425,0.5870000000000001,Canada
1924-11-01,-11.717,0.698,Canada
1924-12-01,-22.513,0.669,Canada
1925-01-01,-27.059,0.787,Canada
1925-02-01,-23.429000000000002,0.807,Canada
1925-03-01,-16.017,0.638,Canada
1925-04-01,-5.718,0.561,Canada
1925-05-01,2.404,0.606,Canada
1925-06-01,9.313,0.5770000000000001,Canada
1925-07-01,12.915,0.586,Canada
1925-08-01,11.714,0.5720000000000001,Canada
1925-09-01,5.371,0.629,Canada
1925-10-01,-4.398,0.561,Canada
1925-11-01,-11.909999999999998,0.638,Canada
1925-12-01,-16.355999999999998,0.6920000000000001,Canada
1926-01-01,-20.721,0.775,Canada
1926-02-01,-20.472,0.6679999999999999,Canada
1926-03-01,-15.278,0.568,Canada
1926-04-01,-7.528,0.637,Canada
1926-05-01,2.358,0.556,Canada
1926-06-01,8.797,0.5589999999999999,Canada
1926-07-01,12.651,0.524,Canada
1926-08-01,10.742,0.55,Canada
1926-09-01,4.164,0.51,Canada
1926-10-01,-1.455,0.657,Canada
1926-11-01,-12.503,0.562,Canada
1926-12-01,-20.456,0.586,Canada
1927-01-01,-22.88,0.862,Canada
1927-02-01,-21.553,0.613,Canada
1927-03-01,-14.044,0.76,Canada
1927-04-01,-7.192,0.6409999999999999,Canada
1927-05-01,1.337,0.59,Canada
1927-06-01,8.818,0.547,Canada
1927-07-01,13.062,0.575,Canada
1927-08-01,11.212,0.56,Canada
1927-09-01,5.767,0.596,Canada
1927-10-01,-1.4050000000000002,0.606,Canada
1927-11-01,-14.556,0.569,Canada
1927-12-01,-22.881,0.695,Canada
1928-01-01,-21.663,0.696,Canada
1928-02-01,-19.489,0.645,Canada
1928-03-01,-15.484000000000002,0.5670000000000001,Canada
1928-04-01,-9.17,0.63,Canada
1928-05-01,3.08,0.573,Canada
1928-06-01,9.535,0.504,Canada
1928-07-01,13.261,0.523,Canada
1928-08-01,10.802,0.524,Canada
1928-09-01,5.292999999999998,0.542,Canada
1928-10-01,-2.448,0.609,Canada
1928-11-01,-9.296,0.6940000000000001,Canada
1928-12-01,-15.857999999999999,0.6809999999999999,Canada
1929-01-01,-23.769000000000002,0.619,Canada
1929-02-01,-21.98,0.6679999999999999,Canada
1929-03-01,-16.171,0.602,Canada
1929-04-01,-7.4620000000000015,0.511,Canada
1929-05-01,1.132,0.5589999999999999,Canada
1929-06-01,8.581,0.522,Canada
1929-07-01,12.033,0.4920000000000001,Canada
1929-08-01,11.421,0.441,Canada
1929-09-01,5.2860000000000005,0.5329999999999999,Canada
1929-10-01,-0.905,0.705,Canada
1929-11-01,-12.085,0.556,Canada
1929-12-01,-21.62,0.675,Canada
1930-01-01,-24.851,1.188,Canada
1930-02-01,-21.186,0.6759999999999999,Canada
1930-03-01,-14.81,0.574,Canada
1930-04-01,-6.5489999999999995,0.55,Canada
1930-05-01,2.559,0.547,Canada
1930-06-01,10.252,0.634,Canada
1930-07-01,13.505,0.525,Canada
1930-08-01,12.218,0.491,Canada
1930-09-01,5.837999999999999,0.47600000000000003,Canada
1930-10-01,-2.54,0.455,Canada
1930-11-01,-10.422,0.466,Canada
1930-12-01,-16.352,0.581,Canada
1931-01-01,-20.271,0.462,Canada
1931-02-01,-17.429000000000002,0.541,Canada
1931-03-01,-15.916,0.447,Canada
1931-04-01,-5.8839999999999995,0.43799999999999994,Canada
1931-05-01,2.227,0.43799999999999994,Canada
1931-06-01,10.066,0.41700000000000004,Canada
1931-07-01,13.883,0.40700000000000003,Canada
1931-08-01,11.708,0.413,Canada
1931-09-01,6.4670000000000005,0.462,Canada
1931-10-01,-0.49,0.42,Canada
1931-11-01,-10.214,0.509,Canada
1931-12-01,-17.933999999999994,0.465,Canada
1932-01-01,-22.291,0.47600000000000003,Canada
1932-02-01,-23.607,0.51,Canada
1932-03-01,-17.062,0.483,Canada
1932-04-01,-6.0470000000000015,0.436,Canada
1932-05-01,3.606,0.513,Canada
1932-06-01,9.826,0.392,Canada
1932-07-01,12.663,0.479,Canada
1932-08-01,12.592,0.444,Canada
1932-09-01,6.3329999999999975,0.39399999999999996,Canada
1932-10-01,-2.8310000000000004,0.431,Canada
1932-11-01,-14.380999999999998,0.46399999999999997,Canada
1932-12-01,-20.871,0.4370000000000001,Canada
1933-01-01,-23.958000000000002,0.579,Canada
1933-02-01,-22.749,0.44799999999999995,Canada
1933-03-01,-15.861,0.484,Canada
1933-04-01,-6.975,0.409,Canada
1933-05-01,2.385,0.418,Canada
1933-06-01,8.704,0.441,Canada
1933-07-01,12.445,0.41600000000000004,Canada
1933-08-01,12.203,0.38799999999999996,Canada
1933-09-01,5.584,0.423,Canada
1933-10-01,-3.675,0.499,Canada
1933-11-01,-14.902,0.551,Canada
1933-12-01,-26.595,0.696,Canada
1934-01-01,-23.564,0.615,Canada
1934-02-01,-21.188,0.544,Canada
1934-03-01,-17.143,0.4920000000000001,Canada
1934-04-01,-5.976,0.48100000000000004,Canada
1934-05-01,2.644,0.414,Canada
1934-06-01,8.622,0.423,Canada
1934-07-01,12.643,0.444,Canada
1934-08-01,10.161,0.425,Canada
1934-09-01,4.436,0.418,Canada
1934-10-01,-1.8940000000000001,0.465,Canada
1934-11-01,-10.765,0.46799999999999997,Canada
1934-12-01,-20.462,0.47,Canada
1935-01-01,-27.277,0.62,Canada
1935-02-01,-18.477,0.515,Canada
1935-03-01,-17.632,0.48,Canada
1935-04-01,-7.66,0.462,Canada
1935-05-01,1.979,0.428,Canada
1935-06-01,9.251,0.42200000000000004,Canada
1935-07-01,13.702,0.415,Canada
1935-08-01,11.14,0.51,Canada
1935-09-01,5.47,0.409,Canada
1935-10-01,-3.207,0.52,Canada
1935-11-01,-14.853,0.469,Canada
1935-12-01,-19.123,0.544,Canada
1936-01-01,-25.466,0.48100000000000004,Canada
1936-02-01,-26.365,0.682,Canada
1936-03-01,-14.15,0.57,Canada
1936-04-01,-8.471,0.415,Canada
1936-05-01,1.966,0.441,Canada
1936-06-01,9.209,0.52,Canada
1936-07-01,13.609000000000002,0.4370000000000001,Canada
1936-08-01,11.512,0.41700000000000004,Canada
1936-09-01,4.9060000000000015,0.4370000000000001,Canada
1936-10-01,-4.25,0.527,Canada
1936-11-01,-12.81,0.498,Canada
1936-12-01,-21.353,0.441,Canada
1937-01-01,-24.849,0.557,Canada
1937-02-01,-20.909,0.515,Canada
1937-03-01,-14.042,0.5589999999999999,Canada
1937-04-01,-5.271999999999999,0.42,Canada
1937-05-01,3.575,0.45299999999999996,Canada
1937-06-01,10.287,0.4970000000000001,Canada
1937-07-01,13.388,0.452,Canada
1937-08-01,11.32,0.47100000000000003,Canada
1937-09-01,6.035,0.42,Canada
1937-10-01,-1.505,0.431,Canada
1937-11-01,-11.588,0.47200000000000003,Canada
1937-12-01,-20.99,0.451,Canada
1938-01-01,-21.974,0.395,Canada
1938-02-01,-22.644,0.5429999999999999,Canada
1938-03-01,-14.015999999999998,0.573,Canada
1938-04-01,-7.399999999999999,0.48100000000000004,Canada
1938-05-01,3.4370000000000003,0.4320000000000001,Canada
1938-06-01,9.962,0.406,Canada
1938-07-01,13.843,0.439,Canada
1938-08-01,11.392000000000001,0.40399999999999997,Canada
1938-09-01,8.026,0.45899999999999996,Canada
1938-10-01,0.03299999999999992,0.39899999999999997,Canada
1938-11-01,-11.422,0.384,Canada
1938-12-01,-17.541,0.48100000000000004,Canada
1939-01-01,-21.371,0.391,Canada
1939-02-01,-25.45,0.48200000000000004,Canada
1939-03-01,-18.728,0.47,Canada
1939-04-01,-5.539,0.514,Canada
1939-05-01,3.029,0.469,Canada
1939-06-01,8.738999999999999,0.35600000000000004,Canada
1939-07-01,13.178,0.36,Canada
1939-08-01,11.868,0.366,Canada
1939-09-01,4.92,0.38799999999999996,Canada
1939-10-01,-4.198,0.33799999999999997,Canada
1939-11-01,-10.386,0.473,Canada
1939-12-01,-15.079999999999998,0.415,Canada
1940-01-01,-19.222,0.371,Canada
1940-02-01,-19.227,0.4370000000000001,Canada
1940-03-01,-13.875,0.441,Canada
1940-04-01,-5.308,0.409,Canada
1940-05-01,3.107,0.474,Canada
1940-06-01,8.201,0.354,Canada
1940-07-01,13.149000000000001,0.368,Canada
1940-08-01,11.537,0.381,Canada
1940-09-01,7.7929999999999975,0.3720000000000001,Canada
1940-10-01,-1.318,0.382,Canada
1940-11-01,-13.316999999999998,0.386,Canada
1940-12-01,-19.265,0.41600000000000004,Canada
1941-01-01,-22.132,0.401,Canada
1941-02-01,-17.777,0.418,Canada
1941-03-01,-14.655,0.39799999999999996,Canada
1941-04-01,-5.904999999999999,0.47600000000000003,Canada
1941-05-01,2.7560000000000002,0.436,Canada
1941-06-01,9.872,0.47100000000000003,Canada
1941-07-01,13.975,0.425,Canada
1941-08-01,10.853,0.366,Canada
1941-09-01,4.262,0.377,Canada
1941-10-01,-2.7060000000000004,0.39399999999999996,Canada
1941-11-01,-12.475999999999999,0.5479999999999999,Canada
1941-12-01,-19.075,0.45799999999999996,Canada
1942-01-01,-19.848,0.35700000000000004,Canada
1942-02-01,-20.406,0.39299999999999996,Canada
1942-03-01,-12.079,0.369,Canada
1942-04-01,-6.044,0.39,Canada
1942-05-01,3.302,0.426,Canada
1942-06-01,9.325,0.363,Canada
1942-07-01,12.714,0.392,Canada
1942-08-01,11.28,0.38,Canada
1942-09-01,5.452000000000001,0.365,Canada
1942-10-01,-0.246,0.40399999999999997,Canada
1942-11-01,-13.206,0.457,Canada
1942-12-01,-21.878,0.374,Canada
1943-01-01,-24.446,0.455,Canada
1943-02-01,-19.886,0.3720000000000001,Canada
1943-03-01,-18.49,0.531,Canada
1943-04-01,-6.307,0.439,Canada
1943-05-01,1.534,0.408,Canada
1943-06-01,8.72,0.348,Canada
1943-07-01,13.075,0.371,Canada
1943-08-01,11.529000000000002,0.32899999999999996,Canada
1943-09-01,5.9110000000000005,0.368,Canada
1943-10-01,0.010999999999999677,0.384,Canada
1943-11-01,-8.736999999999998,0.41700000000000004,Canada
1943-12-01,-17.826999999999995,0.35,Canada
1944-01-01,-18.092,0.396,Canada
1944-02-01,-21.076,0.40700000000000003,Canada
1944-03-01,-16.570999999999998,0.36,Canada
1944-04-01,-4.625,0.48200000000000004,Canada
1944-05-01,3.154,0.373,Canada
1944-06-01,9.486,0.35700000000000004,Canada
1944-07-01,12.753,0.363,Canada
1944-08-01,11.661,0.376,Canada
1944-09-01,6.364,0.36,Canada
1944-10-01,-0.988,0.345,Canada
1944-11-01,-10.533,0.36,Canada
1944-12-01,-17.737000000000005,0.345,Canada
1945-01-01,-21.253,0.375,Canada
1945-02-01,-19.427,0.348,Canada
1945-03-01,-12.260000000000002,0.371,Canada
1945-04-01,-9.131,0.353,Canada
1945-05-01,1.158,0.374,Canada
1945-06-01,8.299000000000001,0.37,Canada
1945-07-01,12.581,0.348,Canada
1945-08-01,11.688,0.384,Canada
1945-09-01,4.592,0.3670000000000001,Canada
1945-10-01,-1.5990000000000002,0.35100000000000003,Canada
1945-11-01,-13.959,0.38299999999999995,Canada
1945-12-01,-20.733,0.336,Canada
1946-01-01,-23.3,0.33399999999999996,Canada
1946-02-01,-23.402,0.42,Canada
1946-03-01,-11.922,0.349,Canada
1946-04-01,-6.237,0.376,Canada
1946-05-01,2.5580000000000003,0.35200000000000004,Canada
1946-06-01,8.726,0.359,Canada
1946-07-01,12.5,0.349,Canada
1946-08-01,11.628,0.37,Canada
1946-09-01,5.644,0.315,Canada
1946-10-01,-2.54,0.29600000000000004,Canada
1946-11-01,-12.770999999999999,0.359,Canada
1946-12-01,-21.476,0.34299999999999997,Canada
1947-01-01,-22.675,0.321,Canada
1947-02-01,-19.641,0.361,Canada
1947-03-01,-13.07,0.325,Canada
1947-04-01,-8.774,0.342,Canada
1947-05-01,0.929,0.307,Canada
1947-06-01,8.415000000000001,0.28800000000000003,Canada
1947-07-01,13.082,0.335,Canada
1947-08-01,10.65,0.316,Canada
1947-09-01,5.112,0.289,Canada
1947-10-01,0.34299999999999997,0.298,Canada
1947-11-01,-9.774,0.32799999999999996,Canada
1947-12-01,-17.432000000000002,0.273,Canada
1948-01-01,-21.138,0.282,Canada
1948-02-01,-23.93,0.28600000000000003,Canada
1948-03-01,-18.523,0.32299999999999995,Canada
1948-04-01,-9.325,0.28800000000000003,Canada
1948-05-01,3.185,0.32,Canada
1948-06-01,9.907,0.29,Canada
1948-07-01,13.652000000000001,0.261,Canada
1948-08-01,11.928,0.284,Canada
1948-09-01,6.88,0.27,Canada
1948-10-01,-0.5920000000000001,0.263,Canada
1948-11-01,-9.630999999999998,0.32,Canada
1948-12-01,-21.069000000000006,0.233,Canada
1949-01-01,-23.068,0.253,Canada
1949-02-01,-25.436,0.27399999999999997,Canada
1949-03-01,-14.527000000000001,0.237,Canada
1949-04-01,-5.432,0.249,Canada
1949-05-01,1.6909999999999998,0.226,Canada
1949-06-01,8.958,0.22899999999999998,Canada
1949-07-01,12.542,0.276,Canada
1949-08-01,12.104000000000001,0.29100000000000004,Canada
1949-09-01,5.999,0.27399999999999997,Canada
1949-10-01,-2.2430000000000003,0.281,Canada
1949-11-01,-9.646999999999998,0.306,Canada
1949-12-01,-20.324,0.315,Canada
1950-01-01,-28.593000000000004,0.512,Canada
1950-02-01,-23.36,0.29100000000000004,Canada
1950-03-01,-15.865,0.365,Canada
1950-04-01,-8.423,0.297,Canada
1950-05-01,2.407,0.235,Canada
1950-06-01,8.949,0.255,Canada
1950-07-01,12.342,0.212,Canada
1950-08-01,10.272,0.289,Canada
1950-09-01,5.971,0.25,Canada
1950-10-01,-3.3160000000000003,0.27399999999999997,Canada
1950-11-01,-13.405,0.316,Canada
1950-12-01,-18.414,0.281,Canada
1951-01-01,-24.164,0.27399999999999997,Canada
1951-02-01,-21.826,0.342,Canada
1951-03-01,-16.514,0.297,Canada
1951-04-01,-5.654999999999999,0.247,Canada
1951-05-01,3.339,0.284,Canada
1951-06-01,8.884,0.434,Canada
1951-07-01,12.685,0.335,Canada
1951-08-01,11.48,0.192,Canada
1951-09-01,5.6960000000000015,0.37,Canada
1951-10-01,-3.54,0.21,Canada
1951-11-01,-12.748,0.273,Canada
1951-12-01,-22.355,0.235,Canada
1952-01-01,-25.351,0.185,Canada
1952-02-01,-20.289,0.307,Canada
1952-03-01,-14.747,0.23,Canada
1952-04-01,-4.010999999999999,0.24100000000000002,Canada
1952-05-01,4.45,0.23800000000000002,Canada
1952-06-01,9.597000000000001,0.256,Canada
1952-07-01,13.01,0.22,Canada
1952-08-01,11.071,0.20800000000000002,Canada
1952-09-01,5.523,0.203,Canada
1952-10-01,-2.3890000000000002,0.252,Canada
1952-11-01,-9.472999999999999,0.245,Canada
1952-12-01,-15.207,0.212,Canada
1953-01-01,-24.045,0.331,Canada
1953-02-01,-17.92,0.28,Canada
1953-03-01,-14.202,0.201,Canada
1953-04-01,-4.218,0.39299999999999996,Canada
1953-05-01,2.787,0.253,Canada
1953-06-01,8.84,0.245,Canada
1953-07-01,12.657,0.213,Canada
1953-08-01,12.234000000000002,0.261,Canada
1953-09-01,5.659,0.226,Canada
1953-10-01,-1.195,0.21899999999999997,Canada
1953-11-01,-8.946,0.298,Canada
1953-12-01,-19.143,0.245,Canada
1954-01-01,-27.365,0.261,Canada
1954-02-01,-18.171,0.278,Canada
1954-03-01,-15.082,0.264,Canada
1954-04-01,-10.452,0.374,Canada
1954-05-01,2.113,0.19899999999999998,Canada
1954-06-01,9.5,0.34700000000000003,Canada
1954-07-01,13.130999999999998,0.253,Canada
1954-08-01,12.302,0.22899999999999998,Canada
1954-09-01,5.959,0.25,Canada
1954-10-01,-1.527,0.196,Canada
1954-11-01,-9.326,0.215,Canada
1954-12-01,-17.796,0.235,Canada
1955-01-01,-21.026,0.203,Canada
1955-02-01,-22.288,0.297,Canada
1955-03-01,-18.561,0.19399999999999998,Canada
1955-04-01,-5.194999999999999,0.20800000000000002,Canada
1955-05-01,2.807,0.311,Canada
1955-06-01,10.792,0.249,Canada
1955-07-01,13.51,0.258,Canada
1955-08-01,11.773,0.292,Canada
1955-09-01,5.053999999999999,0.24600000000000002,Canada
1955-10-01,-0.4430000000000003,0.254,Canada
1955-11-01,-14.283,0.324,Canada
1955-12-01,-21.48,0.31,Canada
1956-01-01,-21.917,0.235,Canada
1956-02-01,-21.8,0.32,Canada
1956-03-01,-17.052,0.23399999999999999,Canada
1956-04-01,-6.9579999999999975,0.272,Canada
1956-05-01,0.3599999999999999,0.252,Canada
1956-06-01,8.947000000000003,0.243,Canada
1956-07-01,12.686,0.213,Canada
1956-08-01,10.853,0.275,Canada
1956-09-01,4.0489999999999995,0.239,Canada
1956-10-01,-3.175,0.247,Canada
1956-11-01,-11.279000000000002,0.325,Canada
1956-12-01,-22.127,0.368,Canada
1957-01-01,-25.876,0.34,Canada
1957-02-01,-21.505,0.33,Canada
1957-03-01,-13.28,0.29100000000000004,Canada
1957-04-01,-6.7860000000000005,0.35100000000000003,Canada
1957-05-01,1.5779999999999998,0.22,Canada
1957-06-01,8.626000000000001,0.48100000000000004,Canada
1957-07-01,12.746,0.434,Canada
1957-08-01,11.242,0.7509999999999999,Canada
1957-09-01,6.528,0.507,Canada
1957-10-01,-2.059,0.405,Canada
1957-11-01,-11.606,0.294,Canada
1957-12-01,-19.703,0.28300000000000003,Canada
1958-01-01,-18.428,0.369,Canada
1958-02-01,-21.843000000000004,0.354,Canada
1958-03-01,-12.337,0.228,Canada
1958-04-01,-6.48,0.342,Canada
1958-05-01,3.252,0.29600000000000004,Canada
1958-06-01,8.673,0.34600000000000003,Canada
1958-07-01,13.027000000000001,0.475,Canada
1958-08-01,11.761,0.308,Canada
1958-09-01,5.882999999999999,0.198,Canada
1958-10-01,-1.6669999999999998,0.239,Canada
1958-11-01,-12.282,0.212,Canada
1958-12-01,-20.706,0.19399999999999998,Canada
1959-01-01,-23.356,0.39,Canada
1959-02-01,-22.089,0.212,Canada
1959-03-01,-15.837,0.419,Canada
1959-04-01,-7.04,0.43799999999999994,Canada
1959-05-01,1.145,0.17,Canada
1959-06-01,8.540000000000001,0.228,Canada
1959-07-01,13.223,0.33399999999999996,Canada
1959-08-01,10.483,0.17300000000000001,Canada
1959-09-01,5.534,0.318,Canada
1959-10-01,-4.394,0.24600000000000002,Canada
1959-11-01,-13.085,0.207,Canada
1959-12-01,-15.86,0.209,Canada
1960-01-01,-22.14,0.25,Canada
1960-02-01,-18.113,0.242,Canada
1960-03-01,-18.117,0.212,Canada
1960-04-01,-6.975,0.24100000000000002,Canada
1960-05-01,3.733,0.276,Canada
1960-06-01,9.943,0.34700000000000003,Canada
1960-07-01,13.139,0.268,Canada
1960-08-01,11.87,0.326,Canada
1960-09-01,5.813,0.19899999999999998,Canada
1960-10-01,-1.653,0.212,Canada
1960-11-01,-12.279000000000002,0.27899999999999997,Canada
1960-12-01,-18.102999999999998,0.24100000000000002,Canada
1961-01-01,-23.032,0.28300000000000003,Canada
1961-02-01,-20.442,0.228,Canada
1961-03-01,-16.866,0.201,Canada
1961-04-01,-6.983,0.402,Canada
1961-05-01,1.7009999999999998,0.243,Canada
1961-06-01,10.113,0.295,Canada
1961-07-01,13.558,0.22899999999999998,Canada
1961-08-01,11.970999999999998,0.174,Canada
1961-09-01,4.603,0.2,Canada
1961-10-01,-3.285,0.284,Canada
1961-11-01,-11.517,0.223,Canada
1961-12-01,-20.639,0.17800000000000002,Canada
1962-01-01,-23.803,0.282,Canada
1962-02-01,-24.252,0.316,Canada
1962-03-01,-13.975,0.22699999999999998,Canada
1962-04-01,-7.474,0.307,Canada
1962-05-01,1.183,0.268,Canada
1962-06-01,9.678,0.46399999999999997,Canada
1962-07-01,12.805,0.27399999999999997,Canada
1962-08-01,11.643,0.244,Canada
1962-09-01,5.627999999999999,0.27699999999999997,Canada
1962-10-01,-0.679,0.35700000000000004,Canada
1962-11-01,-10.787,0.302,Canada
1962-12-01,-18.453,0.213,Canada
