dt,AverageTemperature,AverageTemperatureUncertainty,Country
1963-01-01,-23.762,0.21600000000000005,Canada
1963-02-01,-20.257,0.2,Canada
1963-03-01,-17.441,0.255,Canada
1963-04-01,-5.2010000000000005,0.313,Canada
1963-05-01,1.702,0.326,Canada
1963-06-01,9.221,0.249,Canada
1963-07-01,13.279000000000002,0.299,Canada
1963-08-01,11.674000000000001,0.217,Canada
1963-09-01,5.3629999999999995,0.245,Canada
1963-10-01,0.13699999999999998,0.23,Canada
1963-11-01,-10.904000000000002,0.172,Canada
1963-12-01,-19.156,0.248,Canada
1964-01-01,-21.977,0.285,Canada
1964-02-01,-18.641,0.21100000000000002,Canada
1964-03-01,-20.183,0.201,Canada
1964-04-01,-8.006,0.265,Canada
1964-05-01,2.441,0.272,Canada
1964-06-01,8.623000000000001,0.34299999999999997,Canada
1964-07-01,12.89,0.266,Canada
1964-08-01,10.68,0.325,Canada
1964-09-01,4.834,0.247,Canada
1964-10-01,-2.063,0.33899999999999997,Canada
1964-11-01,-11.700999999999999,0.252,Canada
1964-12-01,-22.381,0.19899999999999998,Canada
1965-01-01,-24.076,0.218,Canada
1965-02-01,-24.02,0.179,Canada
1965-03-01,-15.838,0.326,Canada
1965-04-01,-6.478999999999999,0.276,Canada
1965-05-01,2.737,0.28600000000000003,Canada
1965-06-01,8.673,0.4320000000000001,Canada
1965-07-01,12.2,0.26899999999999996,Canada
1965-08-01,10.798,0.175,Canada
1965-09-01,3.4960000000000004,0.252,Canada
1965-10-01,-2.591,0.336,Canada
1965-11-01,-12.456,0.218,Canada
1965-12-01,-18.644,0.253,Canada
1966-01-01,-26.426,0.22399999999999998,Canada
1966-02-01,-20.039,0.192,Canada
1966-03-01,-14.318,0.321,Canada
1966-04-01,-7.859,0.289,Canada
1966-05-01,2.229,0.23,Canada
1966-06-01,9.528,0.23,Canada
1966-07-01,13.196,0.207,Canada
1966-08-01,11.669,0.21899999999999997,Canada
1966-09-01,6.696999999999999,0.34600000000000003,Canada
1966-10-01,-2.736,0.212,Canada
1966-11-01,-14.686,0.20199999999999999,Canada
1966-12-01,-18.951,0.179,Canada
1967-01-01,-23.029,0.29600000000000004,Canada
1967-02-01,-23.898000000000003,0.203,Canada
1967-03-01,-18.215,0.259,Canada
1967-04-01,-9.004,0.22899999999999998,Canada
1967-05-01,1.6,0.254,Canada
1967-06-01,9.103,0.193,Canada
1967-07-01,12.702,0.385,Canada
1967-08-01,11.739,0.308,Canada
1967-09-01,6.537999999999999,0.262,Canada
1967-10-01,-1.7890000000000001,0.198,Canada
1967-11-01,-11.648,0.18100000000000002,Canada
1967-12-01,-17.483999999999998,0.179,Canada
1968-01-01,-24.273000000000003,0.239,Canada
1968-02-01,-20.485,0.217,Canada
1968-03-01,-13.13,0.217,Canada
1968-04-01,-6.303999999999999,0.168,Canada
1968-05-01,2.1630000000000003,0.191,Canada
1968-06-01,8.895000000000003,0.349,Canada
1968-07-01,11.961,0.19699999999999998,Canada
1968-08-01,10.04,0.193,Canada
1968-09-01,6.81,0.201,Canada
1968-10-01,-0.3590000000000002,0.259,Canada
1968-11-01,-10.805,0.222,Canada
1968-12-01,-20.262,0.16699999999999998,Canada
1969-01-01,-24.637,0.248,Canada
1969-02-01,-18.355,0.23800000000000002,Canada
1969-03-01,-15.657,0.17800000000000002,Canada
1969-04-01,-5.994999999999999,0.258,Canada
1969-05-01,1.574,0.228,Canada
1969-06-01,8.097999999999999,0.257,Canada
1969-07-01,12.552,0.287,Canada
1969-08-01,11.772,0.28,Canada
1969-09-01,4.994999999999999,0.231,Canada
1969-10-01,-2.298,0.245,Canada
1969-11-01,-10.732999999999999,0.18600000000000005,Canada
1969-12-01,-15.343999999999998,0.205,Canada
1970-01-01,-23.575,0.233,Canada
1970-02-01,-20.751,0.21,Canada
1970-03-01,-14.755999999999998,0.299,Canada
1970-04-01,-7.0710000000000015,0.29600000000000004,Canada
1970-05-01,1.0930000000000002,0.222,Canada
1970-06-01,9.824,0.365,Canada
1970-07-01,13.357,0.231,Canada
1970-08-01,11.854000000000001,0.228,Canada
1970-09-01,5.088,0.17800000000000002,Canada
1970-10-01,-1.632,0.222,Canada
1970-11-01,-11.76,0.22399999999999998,Canada
1970-12-01,-22.909,0.214,Canada
1971-01-01,-24.816,0.20600000000000002,Canada
1971-02-01,-20.007,0.247,Canada
1971-03-01,-15.155,0.215,Canada
1971-04-01,-5.992999999999999,0.20600000000000002,Canada
1971-05-01,3.114,0.29,Canada
1971-06-01,9.952,0.196,Canada
1971-07-01,12.733,0.212,Canada
1971-08-01,11.586,0.215,Canada
1971-09-01,6.034,0.2,Canada
1971-10-01,-0.958,0.24100000000000002,Canada
1971-11-01,-12.315999999999999,0.267,Canada
1971-12-01,-22.609,0.259,Canada
1972-01-01,-26.71,0.32299999999999995,Canada
1972-02-01,-25.3,0.209,Canada
1972-03-01,-16.653,0.193,Canada
1972-04-01,-8.669,0.20600000000000002,Canada
1972-05-01,2.037,0.23399999999999999,Canada
1972-06-01,8.658999999999999,0.24100000000000002,Canada
1972-07-01,11.672,0.255,Canada
1972-08-01,11.175,0.287,Canada
1972-09-01,3.127,0.23,Canada
1972-10-01,-4.686,0.381,Canada
1972-11-01,-12.682,0.247,Canada
1972-12-01,-23.605,0.217,Canada
1973-01-01,-21.686,0.266,Canada
1973-02-01,-22.07,0.268,Canada
1973-03-01,-13.45,0.345,Canada
1973-04-01,-6.767,0.268,Canada
1973-05-01,3.695,0.267,Canada
1973-06-01,10.109,0.15,Canada
1973-07-01,13.636,0.23800000000000002,Canada
1973-08-01,12.531,0.284,Canada
1973-09-01,6.205,0.163,Canada
1973-10-01,-0.562,0.213,Canada
1973-11-01,-12.758,0.193,Canada
1973-12-01,-19.037,0.23600000000000002,Canada
1974-01-01,-26.15,0.242,Canada
1974-02-01,-21.901,0.287,Canada
1974-03-01,-18.836,0.23,Canada
1974-04-01,-8.08,0.195,Canada
1974-05-01,1.3230000000000002,0.171,Canada
1974-06-01,9.638,0.249,Canada
1974-07-01,13.14,0.179,Canada
1974-08-01,10.899000000000001,0.28300000000000003,Canada
1974-09-01,4.010999999999999,0.243,Canada
1974-10-01,-4.0,0.19699999999999998,Canada
1974-11-01,-10.339,0.24600000000000002,Canada
1974-12-01,-17.398,0.271,Canada
1975-01-01,-24.748,0.25,Canada
1975-02-01,-21.191,0.27,Canada
1975-03-01,-16.982,0.159,Canada
1975-04-01,-6.597,0.192,Canada
1975-05-01,3.784,0.20800000000000002,Canada
1975-06-01,10.761,0.21,Canada
1975-07-01,14.009,0.355,Canada
1975-08-01,11.316,0.451,Canada
1975-09-01,5.6069999999999975,0.255,Canada
1975-10-01,-2.037,0.193,Canada
1975-11-01,-12.068,0.196,Canada
1975-12-01,-21.201999999999998,0.301,Canada
1976-01-01,-22.708000000000002,0.248,Canada
1976-02-01,-21.323,0.209,Canada
1976-03-01,-17.225,0.243,Canada
1976-04-01,-4.058,0.16399999999999998,Canada
1976-05-01,3.107,0.322,Canada
1976-06-01,9.506,0.23800000000000002,Canada
1976-07-01,13.001,0.36200000000000004,Canada
1976-08-01,11.418,0.174,Canada
1976-09-01,6.2399999999999975,0.32799999999999996,Canada
1976-10-01,-3.0980000000000003,0.336,Canada
1976-11-01,-10.995999999999999,0.184,Canada
1976-12-01,-21.349,0.204,Canada
1977-01-01,-20.181,0.2,Canada
1977-02-01,-17.172,0.33899999999999997,Canada
1977-03-01,-12.786,0.275,Canada
1977-04-01,-4.896,0.165,Canada
1977-05-01,4.285,0.242,Canada
1977-06-01,9.948,0.20800000000000002,Canada
1977-07-01,12.454,0.289,Canada
1977-08-01,10.696,0.231,Canada
1977-09-01,5.824,0.298,Canada
1977-10-01,-0.9940000000000002,0.198,Canada
1977-11-01,-11.238,0.29,Canada
1977-12-01,-22.029,0.226,Canada
1978-01-01,-23.026,0.205,Canada
1978-02-01,-18.113,0.278,Canada
1978-03-01,-16.526,0.214,Canada
1978-04-01,-7.178,0.26899999999999996,Canada
1978-05-01,2.254,0.203,Canada
1978-06-01,8.318000000000001,0.21600000000000005,Canada
1978-07-01,12.130999999999998,0.258,Canada
1978-08-01,10.561,0.27,Canada
1978-09-01,5.084,0.16899999999999998,Canada
1978-10-01,-3.77,0.19899999999999998,Canada
1978-11-01,-13.993,0.28800000000000003,Canada
1978-12-01,-19.348,0.335,Canada
1979-01-01,-22.289,0.253,Canada
1979-02-01,-27.444000000000006,0.231,Canada
1979-03-01,-15.595999999999998,0.21899999999999997,Canada
1979-04-01,-6.9639999999999995,0.285,Canada
1979-05-01,2.442,0.272,Canada
1979-06-01,9.008,0.19,Canada
1979-07-01,13.569,0.21,Canada
1979-08-01,10.851,0.29,Canada
1979-09-01,5.59,0.17,Canada
1979-10-01,-2.013,0.254,Canada
1979-11-01,-9.66,0.19399999999999998,Canada
1979-12-01,-17.563,0.259,Canada
1980-01-01,-22.529,0.273,Canada
1980-02-01,-18.497,0.23199999999999998,Canada
1980-03-01,-14.981,0.218,Canada
1980-04-01,-4.651,0.39799999999999996,Canada
1980-05-01,4.375,0.223,Canada
1980-06-01,9.305,0.303,Canada
1980-07-01,12.639,0.218,Canada
1980-08-01,11.759,0.257,Canada
1980-09-01,4.225999999999999,0.222,Canada
1980-10-01,-1.5460000000000005,0.18899999999999997,Canada
1980-11-01,-10.245999999999999,0.381,Canada
1980-12-01,-22.857,0.23199999999999998,Canada
1981-01-01,-16.935000000000002,0.259,Canada
1981-02-01,-16.836,0.276,Canada
1981-03-01,-10.797,0.33,Canada
1981-04-01,-7.3199999999999985,0.267,Canada
1981-05-01,3.512,0.217,Canada
1981-06-01,9.091000000000001,0.29,Canada
1981-07-01,13.453,0.33299999999999996,Canada
1981-08-01,12.74,0.204,Canada
1981-09-01,6.135,0.195,Canada
1981-10-01,-1.755,0.413,Canada
1981-11-01,-8.468,0.29100000000000004,Canada
1981-12-01,-17.227,0.237,Canada
1982-01-01,-27.335,0.19,Canada
1982-02-01,-22.379,0.18600000000000005,Canada
1982-03-01,-16.809,0.228,Canada
1982-04-01,-8.609,0.215,Canada
1982-05-01,2.407,0.257,Canada
1982-06-01,9.102,0.273,Canada
1982-07-01,13.172,0.253,Canada
1982-08-01,10.116,0.168,Canada
1982-09-01,5.642,0.209,Canada
1982-10-01,-1.871,0.18100000000000002,Canada
1982-11-01,-14.013,0.395,Canada
1982-12-01,-19.925,0.439,Canada
1983-01-01,-22.138,0.271,Canada
1983-02-01,-20.784,0.24600000000000002,Canada
1983-03-01,-15.55,0.233,Canada
1983-04-01,-6.209,0.209,Canada
1983-05-01,0.1459999999999999,0.307,Canada
1983-06-01,10.104,0.32,Canada
1983-07-01,13.223,0.17300000000000001,Canada
1983-08-01,12.226,0.22,Canada
1983-09-01,5.880999999999999,0.225,Canada
1983-10-01,-1.926,0.225,Canada
1983-11-01,-9.294,0.26,Canada
1983-12-01,-22.7,0.198,Canada
1984-01-01,-23.567,0.248,Canada
1984-02-01,-17.471,0.191,Canada
1984-03-01,-15.055,0.282,Canada
1984-04-01,-4.081999999999999,0.191,Canada
1984-05-01,2.676,0.237,Canada
1984-06-01,9.972000000000001,0.22699999999999998,Canada
1984-07-01,13.517,0.27699999999999997,Canada
1984-08-01,12.278,0.235,Canada
1984-09-01,4.158,0.2,Canada
1984-10-01,-2.496,0.266,Canada
1984-11-01,-12.88,0.19399999999999998,Canada
1984-12-01,-22.661,0.371,Canada
1985-01-01,-19.849,0.187,Canada
1985-02-01,-22.61,0.22699999999999998,Canada
1985-03-01,-14.457,0.23399999999999999,Canada
1985-04-01,-7.6019999999999985,0.293,Canada
1985-05-01,3.341,0.21100000000000002,Canada
1985-06-01,9.324,0.273,Canada
1985-07-01,12.6,0.27899999999999997,Canada
1985-08-01,10.741,0.29100000000000004,Canada
1985-09-01,5.58,0.226,Canada
1985-10-01,-2.619,0.192,Canada
1985-11-01,-15.259,0.248,Canada
1985-12-01,-18.003999999999994,0.31,Canada
1986-01-01,-20.801,0.28800000000000003,Canada
1986-02-01,-19.634,0.24600000000000002,Canada
1986-03-01,-15.062000000000001,0.271,Canada
1986-04-01,-6.46,0.258,Canada
1986-05-01,3.432,0.23199999999999998,Canada
1986-06-01,8.211,0.302,Canada
1986-07-01,12.331,0.16699999999999998,Canada
1986-08-01,10.933,0.191,Canada
1986-09-01,4.707999999999998,0.281,Canada
1986-10-01,-3.1790000000000003,0.16899999999999998,Canada
1986-11-01,-15.663,0.23600000000000002,Canada
1986-12-01,-16.942999999999998,0.293,Canada
1987-01-01,-18.986,0.251,Canada
1987-02-01,-17.908,0.266,Canada
1987-03-01,-14.274000000000001,0.243,Canada
1987-04-01,-4.718,0.21100000000000002,Canada
1987-05-01,2.316,0.222,Canada
1987-06-01,9.82,0.209,Canada
1987-07-01,13.102,0.218,Canada
1987-08-01,10.431,0.28,Canada
1987-09-01,7.093999999999999,0.233,Canada
1987-10-01,-1.754,0.20600000000000002,Canada
1987-11-01,-10.219,0.253,Canada
1987-12-01,-15.024,0.261,Canada
1988-01-01,-22.993,0.221,Canada
1988-02-01,-21.044,0.19699999999999998,Canada
1988-03-01,-12.89,0.239,Canada
1988-04-01,-4.475,0.23600000000000002,Canada
1988-05-01,3.196,0.247,Canada
1988-06-01,10.118,0.258,Canada
1988-07-01,13.535,0.185,Canada
1988-08-01,12.13,0.253,Canada
1988-09-01,5.994999999999999,0.204,Canada
1988-10-01,-1.743,0.20800000000000002,Canada
1988-11-01,-11.816999999999998,0.292,Canada
1988-12-01,-19.514,0.235,Canada
1989-01-01,-23.253,0.21,Canada
1989-02-01,-21.012,0.207,Canada
1989-03-01,-18.56,0.3,Canada
1989-04-01,-5.664999999999999,0.24600000000000002,Canada
1989-05-01,2.442,0.22,Canada
1989-06-01,10.276,0.263,Canada
1989-07-01,14.045,0.28600000000000003,Canada
1989-08-01,12.33,0.348,Canada
1989-09-01,6.079,0.267,Canada
1989-10-01,-2.2150000000000003,0.215,Canada
1989-11-01,-14.350999999999999,0.215,Canada
1989-12-01,-20.996,0.215,Canada
1990-01-01,-21.907,0.273,Canada
1990-02-01,-23.93,0.248,Canada
1990-03-01,-12.52,0.255,Canada
1990-04-01,-5.901999999999999,0.24100000000000002,Canada
1990-05-01,2.523,0.239,Canada
1990-06-01,9.739,0.42200000000000004,Canada
1990-07-01,13.455,0.251,Canada
1990-08-01,11.715,0.244,Canada
1990-09-01,5.925,0.267,Canada
1990-10-01,-3.374,0.258,Canada
1990-11-01,-13.652999999999999,0.307,Canada
1990-12-01,-22.334,0.25,Canada
1991-01-01,-24.725,0.24100000000000002,Canada
1991-02-01,-18.514,0.16399999999999998,Canada
1991-03-01,-14.754000000000001,0.252,Canada
1991-04-01,-4.968,0.22399999999999998,Canada
1991-05-01,3.752,0.198,Canada
1991-06-01,10.401,0.172,Canada
1991-07-01,13.288,0.242,Canada
1991-08-01,12.453,0.20600000000000002,Canada
1991-09-01,5.510999999999999,0.185,Canada
1991-10-01,-3.513,0.188,Canada
1991-11-01,-12.517999999999999,0.21899999999999997,Canada
1991-12-01,-19.533,0.213,Canada
1992-01-01,-20.45,0.275,Canada
1992-02-01,-20.855,0.26899999999999996,Canada
1992-03-01,-13.345999999999998,0.37799999999999995,Canada
1992-04-01,-7.518,0.23600000000000002,Canada
1992-05-01,1.764,0.20800000000000002,Canada
1992-06-01,8.457,0.32799999999999996,Canada
1992-07-01,11.715,0.245,Canada
1992-08-01,10.9,0.21,Canada
1992-09-01,4.1819999999999995,0.265,Canada
1992-10-01,-2.5700000000000003,0.18600000000000005,Canada
1992-11-01,-10.975999999999999,0.271,Canada
1992-12-01,-20.45,0.389,Canada
1993-01-01,-21.908,0.21100000000000002,Canada
1993-02-01,-21.522,0.195,Canada
1993-03-01,-13.472000000000001,0.212,Canada
1993-04-01,-5.734999999999999,0.214,Canada
1993-05-01,3.757,0.261,Canada
1993-06-01,9.621,0.223,Canada
1993-07-01,13.028,0.17600000000000002,Canada
1993-08-01,11.667,0.212,Canada
1993-09-01,5.013,0.21899999999999997,Canada
1993-10-01,-2.331,0.24,Canada
1993-11-01,-12.812,0.244,Canada
1993-12-01,-18.124,0.239,Canada
1994-01-01,-26.153,0.327,Canada
1994-02-01,-24.63,0.32799999999999996,Canada
1994-03-01,-13.331,0.183,Canada
1994-04-01,-6.544,0.231,Canada
1994-05-01,3.398,0.217,Canada
1994-06-01,10.462,0.281,Canada
1994-07-01,13.869000000000002,0.225,Canada
1994-08-01,11.754000000000001,0.198,Canada
1994-09-01,6.513,0.212,Canada
1994-10-01,-0.331,0.163,Canada
1994-11-01,-10.709,0.276,Canada
1994-12-01,-17.502,0.321,Canada
1995-01-01,-19.914,0.166,Canada
1995-02-01,-21.217,0.21600000000000005,Canada
1995-03-01,-15.128,0.18100000000000002,Canada
1995-04-01,-5.380999999999999,0.256,Canada
1995-05-01,3.38,0.308,Canada
1995-06-01,11.296,0.222,Canada
1995-07-01,12.812,0.303,Canada
1995-08-01,11.633,0.198,Canada
1995-09-01,6.099,0.21600000000000005,Canada
1995-10-01,-1.533,0.172,Canada
1995-11-01,-13.139,0.23,Canada
1995-12-01,-20.68,0.228,Canada
1996-01-01,-25.682,0.151,Canada
1996-02-01,-19.082,0.24,Canada
1996-03-01,-16.304000000000002,0.18100000000000002,Canada
1996-04-01,-6.3229999999999995,0.23199999999999998,Canada
1996-05-01,1.449,0.205,Canada
1996-06-01,10.277000000000001,0.23800000000000002,Canada
1996-07-01,13.54,0.21600000000000005,Canada
1996-08-01,11.659,0.20800000000000002,Canada
1996-09-01,6.2620000000000005,0.263,Canada
1996-10-01,-3.362,0.18600000000000005,Canada
1996-11-01,-12.722,0.32299999999999995,Canada
1996-12-01,-19.006,0.242,Canada
1997-01-01,-23.213,0.172,Canada
1997-02-01,-19.751,0.188,Canada
1997-03-01,-16.772000000000002,0.263,Canada
1997-04-01,-6.858,0.195,Canada
1997-05-01,1.847,0.272,Canada
1997-06-01,10.185,0.21600000000000005,Canada
1997-07-01,13.648,0.29600000000000004,Canada
1997-08-01,11.685,0.166,Canada
1997-09-01,6.619,0.254,Canada
1997-10-01,-2.9530000000000003,0.252,Canada
1997-11-01,-9.914,0.188,Canada
1997-12-01,-15.300999999999998,0.205,Canada
1998-01-01,-23.587,0.179,Canada
1998-02-01,-16.27,0.23199999999999998,Canada
1998-03-01,-13.595,0.193,Canada
1998-04-01,-2.8310000000000004,0.267,Canada
1998-05-01,5.431,0.22899999999999998,Canada
1998-06-01,11.179,0.319,Canada
1998-07-01,14.548,0.21100000000000002,Canada
1998-08-01,13.124,0.19899999999999998,Canada
1998-09-01,7.555,0.292,Canada
1998-10-01,-0.4650000000000001,0.212,Canada
1998-11-01,-8.616,0.231,Canada
1998-12-01,-17.119999999999994,0.195,Canada
1999-01-01,-22.238000000000003,0.18600000000000005,Canada
1999-02-01,-17.266,0.19399999999999998,Canada
1999-03-01,-11.567,0.205,Canada
1999-04-01,-4.154999999999999,0.16699999999999998,Canada
1999-05-01,3.354,0.24600000000000002,Canada
1999-06-01,10.188,0.264,Canada
1999-07-01,12.908,0.217,Canada
1999-08-01,12.16,0.17300000000000001,Canada
1999-09-01,6.752000000000002,0.27399999999999997,Canada
1999-10-01,-2.541,0.19699999999999998,Canada
1999-11-01,-9.463,0.215,Canada
1999-12-01,-16.368,0.281,Canada
2000-01-01,-22.21,0.171,Canada
2000-02-01,-17.843,0.191,Canada
2000-03-01,-11.486,0.21,Canada
2000-04-01,-6.3420000000000005,0.213,Canada
2000-05-01,2.237,0.195,Canada
2000-06-01,8.958,0.17800000000000002,Canada
2000-07-01,13.742,0.36200000000000004,Canada
2000-08-01,11.694,0.266,Canada
2000-09-01,5.415,0.207,Canada
2000-10-01,-1.7690000000000001,0.18,Canada
2000-11-01,-9.951999999999998,0.264,Canada
2000-12-01,-20.755,0.259,Canada
2001-01-01,-18.502,0.27699999999999997,Canada
2001-02-01,-20.7,0.27699999999999997,Canada
2001-03-01,-12.911,0.179,Canada
2001-04-01,-5.579,0.231,Canada
2001-05-01,3.902,0.18899999999999997,Canada
2001-06-01,9.826,0.242,Canada
2001-07-01,13.803,0.27,Canada
2001-08-01,12.62,0.20199999999999999,Canada
2001-09-01,7.399999999999999,0.31,Canada
2001-10-01,-1.7730000000000001,0.188,Canada
2001-11-01,-9.54,0.228,Canada
2001-12-01,-15.747,0.253,Canada
2002-01-01,-20.977,0.26899999999999996,Canada
2002-02-01,-20.23,0.192,Canada
2002-03-01,-17.842,0.298,Canada
2002-04-01,-8.37,0.193,Canada
2002-05-01,0.825,0.237,Canada
2002-06-01,9.976,0.193,Canada
2002-07-01,13.501,0.2,Canada
2002-08-01,11.653,0.308,Canada
2002-09-01,6.774,0.231,Canada
2002-10-01,-2.5620000000000003,0.281,Canada
2002-11-01,-10.319,0.218,Canada
2002-12-01,-14.783,0.22699999999999998,Canada
2003-01-01,-20.346,0.27899999999999997,Canada
2003-02-01,-22.718000000000004,0.249,Canada
2003-03-01,-16.432000000000002,0.203,Canada
2003-04-01,-6.4270000000000005,0.284,Canada
2003-05-01,3.643,0.215,Canada
2003-06-01,9.689,0.27699999999999997,Canada
2003-07-01,13.925,0.295,Canada
2003-08-01,12.59,0.326,Canada
2003-09-01,6.932,0.249,Canada
2003-10-01,-0.08700000000000019,0.315,Canada
2003-11-01,-10.92,0.213,Canada
2003-12-01,-16.163,0.257,Canada
2004-01-01,-24.732,0.273,Canada
2004-02-01,-18.592,0.175,Canada
2004-03-01,-15.483,0.203,Canada
2004-04-01,-6.518,0.239,Canada
2004-05-01,0.7630000000000001,0.27,Canada
2004-06-01,9.078,0.29,Canada
2004-07-01,13.277000000000001,0.2,Canada
2004-08-01,10.843,0.22699999999999998,Canada
2004-09-01,5.6979999999999995,0.18100000000000002,Canada
2004-10-01,-1.986,0.257,Canada
2004-11-01,-10.535,0.262,Canada
2004-12-01,-20.89,0.21,Canada
2005-01-01,-23.244,0.172,Canada
2005-02-01,-18.773,0.24600000000000002,Canada
2005-03-01,-13.295,0.226,Canada
2005-04-01,-3.621,0.233,Canada
2005-05-01,3.5460000000000003,0.235,Canada
2005-06-01,10.221,0.174,Canada
2005-07-01,13.042,0.14,Canada
2005-08-01,11.811,0.205,Canada
2005-09-01,6.345,0.134,Canada
2005-10-01,-0.375,0.214,Canada
2005-11-01,-9.443999999999999,0.209,Canada
2005-12-01,-15.918,0.273,Canada
2006-01-01,-18.206,0.20600000000000002,Canada
2006-02-01,-17.944000000000006,0.18899999999999997,Canada
2006-03-01,-12.267,0.212,Canada
2006-04-01,-3.526,0.23800000000000002,Canada
2006-05-01,4.864,0.22899999999999998,Canada
2006-06-01,11.387,0.23,Canada
2006-07-01,14.085,0.24600000000000002,Canada
2006-08-01,12.305,0.19699999999999998,Canada
2006-09-01,7.262,0.16899999999999998,Canada
2006-10-01,-0.7350000000000001,0.23199999999999998,Canada
2006-11-01,-12.198,0.245,Canada
2006-12-01,-14.549,0.256,Canada
2007-01-01,-19.078,0.209,Canada
2007-02-01,-20.78,0.217,Canada
2007-03-01,-15.902000000000001,0.228,Canada
2007-04-01,-5.1610000000000005,0.204,Canada
2007-05-01,2.466,0.16699999999999998,Canada
2007-06-01,10.084,0.196,Canada
2007-07-01,14.556,0.185,Canada
2007-08-01,11.425,0.19699999999999998,Canada
2007-09-01,5.5120000000000005,0.325,Canada
2007-10-01,-0.6859999999999999,0.162,Canada
2007-11-01,-11.498,0.21899999999999997,Canada
2007-12-01,-19.669,0.255,Canada
2008-01-01,-21.083,0.253,Canada
2008-02-01,-21.751,0.16399999999999998,Canada
2008-03-01,-16.669,0.267,Canada
2008-04-01,-5.928,0.182,Canada
2008-05-01,3.681,0.19899999999999998,Canada
2008-06-01,10.259,0.188,Canada
2008-07-01,13.644,0.191,Canada
2008-08-01,12.306,0.29600000000000004,Canada
2008-09-01,5.912000000000001,0.255,Canada
2008-10-01,-0.7050000000000001,0.209,Canada
2008-11-01,-9.405,0.171,Canada
2008-12-01,-21.804,0.264,Canada
2009-01-01,-21.976,0.263,Canada
2009-02-01,-19.638,0.23399999999999999,Canada
2009-03-01,-16.901,0.223,Canada
2009-04-01,-5.646999999999999,0.28300000000000003,Canada
2009-05-01,1.156,0.23199999999999998,Canada
2009-06-01,9.581,0.228,Canada
2009-07-01,13.058,0.35700000000000004,Canada
2009-08-01,11.857000000000001,0.205,Canada
2009-09-01,7.885,0.16899999999999998,Canada
2009-10-01,-2.801,0.17800000000000002,Canada
2009-11-01,-8.247,0.217,Canada
2009-12-01,-17.948,0.193,Canada
2010-01-01,-18.861,0.21899999999999997,Canada
2010-02-01,-15.177,0.242,Canada
2010-03-01,-9.856000000000002,0.19399999999999998,Canada
2010-04-01,-1.3389999999999995,0.243,Canada
2010-05-01,3.53,0.23199999999999998,Canada
2010-06-01,10.131,0.168,Canada
2010-07-01,14.303,0.207,Canada
2010-08-01,12.880999999999998,0.29,Canada
2010-09-01,6.276,0.16,Canada
2010-10-01,0.18900000000000008,0.12300000000000001,Canada
2010-11-01,-8.578,0.23600000000000002,Canada
2010-12-01,-16.154,0.309,Canada
2011-01-01,-20.369,0.293,Canada
2011-02-01,-20.261,0.18899999999999997,Canada
2011-03-01,-15.749,0.26,Canada
2011-04-01,-7.651,0.214,Canada
2011-05-01,3.11,0.244,Canada
2011-06-01,9.992,0.359,Canada
2011-07-01,14.084,0.188,Canada
2011-08-01,12.692,0.151,Canada
2011-09-01,7.689,0.18600000000000005,Canada
2011-10-01,-0.07500000000000018,0.182,Canada
2011-11-01,-10.332,0.25,Canada
2011-12-01,-15.815,0.275,Canada
2012-01-01,-20.472,0.212,Canada
2012-02-01,-16.499000000000002,0.162,Canada
2012-03-01,-13.599,0.18600000000000005,Canada
2012-04-01,-5.276,0.34700000000000003,Canada
2012-05-01,4.045,0.281,Canada
2012-06-01,11.008,0.395,Canada
2012-07-01,14.796,0.261,Canada
2012-08-01,13.045,0.245,Canada
2012-09-01,7.907,0.237,Canada
2012-10-01,-1.814,0.336,Canada
2012-11-01,-12.093,0.414,Canada
2012-12-01,-19.17,0.525,Canada
2013-01-01,-21.633000000000006,0.239,Canada
2013-02-01,-18.896,0.479,Canada
2013-03-01,-14.001,0.35600000000000004,Canada
2013-04-01,-7.849,0.344,Canada
2013-05-01,2.926,0.247,Canada
2013-06-01,10.8,0.298,Canada
2013-07-01,13.333,0.354,Canada
2013-08-01,12.632,0.264,Canada
2013-09-01,7.9220000000000015,2.222,Canada
